"","fips_code","collection_week","previous_day_admission_adult_covid_confirmed_7_day_sum","previous_day_admission_pediatric_covid_confirmed_7_day_sum","previous_day_covid_ED_visits_7_day_sum","previous_day_admission_adult_covid_suspected_7_day_sum","previous_day_admission_pediatric_covid_suspected_7_day_sum"
"1106",18061,"2020-11-20",12,0,57,9,0
"1107",18061,"2020-11-27",22,0,59,0,0
"1108",18061,"2020-12-04",4,0,63,0,0
"1109",18063,"2020-11-27",11,0,41,29,0
"1110",18063,"2020-12-04",25,0,49,24,0
"1111",18067,"2020-11-20",46,0,56,16,0
"1112",18067,"2020-11-27",55,0,207,23,0
"1113",18067,"2020-12-04",6,0,133,14,0
"1114",18069,"2020-12-04",12,0,75,4,0
"1115",18071,"2020-11-20",15,0,122,0,0
"1116",18071,"2020-12-04",23,0,110,0,0
"1117",18077,"2020-12-04",13,0,137,4,0
"1118",18081,"2020-11-20",8,0,13,5,0
"1119",18083,"2020-11-27",27,0,94,15,0
"1120",18085,"2020-12-04",12,0,120,0,0
"1121",18089,"2020-11-20",146,0,287,279,0
"1122",18089,"2020-11-27",233,0,660,447,0
"1123",18089,"2020-12-04",222,0,550,240,0
"1124",18091,"2020-11-20",14,0,162,27,0
"1125",18091,"2020-11-27",12,0,159,30,0
"1126",18091,"2020-12-04",15,0,310,33,0
"1127",18093,"2020-11-20",8,0,56,7,0
"1128",18093,"2020-11-27",11,0,61,7,0
"1129",18093,"2020-12-04",0,0,16,0,0
"1130",18095,"2020-11-20",5,0,24,7,0
"1131",18095,"2020-11-27",21,0,75,8,0
"1132",18095,"2020-12-04",6,0,22,4,0
"1133",18097,"2020-11-20",109,9,904,180,5
"1134",18097,"2020-11-27",127,0,1195,281,12
"1135",18097,"2020-12-04",388,6,1361,330,27
"1136",18099,"2020-11-27",4,0,8,0,0
"1137",18099,"2020-12-04",4,0,14,0,0
"1138",18103,"2020-11-27",6,6,93,0,0
"1139",18105,"2020-11-20",61,0,319,4,0
"1140",18105,"2020-11-27",31,0,77,0,0
"1141",18105,"2020-12-04",26,0,106,0,0
"1142",18107,"2020-11-27",10,0,0,9,0
"1143",18113,"2020-11-20",12,0,119,6,0
"1144",18113,"2020-11-27",9,0,82,6,0
"1145",18113,"2020-12-04",12,0,76,7,0
"1146",18117,"2020-11-20",4,0,31,0,0
"1147",18123,"2020-11-27",5,0,24,0,0
"1148",18123,"2020-12-04",8,0,26,0,0
"1149",18127,"2020-11-20",0,0,146,0,0
"1150",18127,"2020-11-27",0,0,163,0,0
"1151",18127,"2020-12-04",0,0,213,0,0
"1152",18131,"2020-11-20",0,0,17,0,0
"1153",18131,"2020-11-27",0,0,14,0,0
"1154",18133,"2020-11-20",10,0,8,8,0
"1155",18133,"2020-11-27",11,0,25,14,0
"1156",18133,"2020-12-04",7,0,25,29,0
"1157",18135,"2020-11-20",0,0,18,0,0
"1158",18135,"2020-11-27",0,0,17,0,0
"1159",18135,"2020-12-04",0,0,25,0,0
"1160",18137,"2020-11-20",27,0,85,0,0
"1161",18137,"2020-11-27",9,0,109,0,0
"1162",18137,"2020-12-04",10,0,79,0,0
"1163",18139,"2020-11-20",5,0,15,0,0
"1164",18139,"2020-11-27",7,0,26,0,0
"1165",18141,"2020-11-27",68,0,254,7,0
"1166",18141,"2020-12-04",60,0,225,4,0
"1167",18143,"2020-11-20",46,0,28,23,0
"1168",18143,"2020-11-27",28,0,28,11,0
"1169",18143,"2020-12-04",26,0,20,7,0
"1170",18145,"2020-11-27",29,0,72,0,0
"1171",18145,"2020-12-04",25,0,70,4,0
"1172",18149,"2020-11-27",6,0,53,0,0
"1173",18149,"2020-12-04",5,0,45,0,0
"1174",18153,"2020-11-20",8,0,33,0,0
"1175",18153,"2020-11-27",6,0,19,0,0
"1176",18153,"2020-12-04",7,0,30,0,0
"1177",18157,"2020-11-20",48,0,212,8,0
"1178",18157,"2020-11-27",29,0,0,46,0
"1179",18157,"2020-12-04",40,0,208,5,0
"1180",18159,"2020-11-20",4,0,16,0,0
"1181",18159,"2020-11-27",4,0,9,0,0
"1182",18163,"2020-11-20",0,0,0,0,0
"1183",18163,"2020-11-27",0,0,0,0,0
"1184",18163,"2020-12-04",67,0,112,67,6
"1185",18165,"2020-11-20",9,0,34,6,0
"1186",18165,"2020-12-04",4,0,40,4,0
"1187",18167,"2020-11-20",63,0,140,12,0
"1188",18167,"2020-11-27",47,0,103,11,0
"1189",18167,"2020-12-04",43,0,68,5,0
"1190",18169,"2020-11-20",17,0,110,5,0
"1191",18171,"2020-11-27",7,0,22,6,0
"1192",18173,"2020-11-20",6,0,7,0,4
"1193",18175,"2020-11-20",0,0,22,0,0
"1194",18175,"2020-12-04",0,0,26,0,0
"1195",18177,"2020-11-20",0,0,67,108,0
"1196",18177,"2020-11-27",0,0,65,114,0
"1197",18177,"2020-12-04",0,0,63,110,0
"1198",18179,"2020-11-20",11,11,82,0,0
"1199",18179,"2020-11-27",7,7,81,0,0
"1200",18179,"2020-12-04",6,6,57,0,0
"1201",18181,"2020-11-20",11,0,41,0,0
"1202",18181,"2020-11-27",12,0,45,0,0
"1203",18181,"2020-12-04",5,0,40,0,0
"1204",19003,"2020-12-04",0,0,0,0,0
"1205",19005,"2020-12-04",5,0,25,0,0
"1206",19007,"2020-11-20",17,0,16,0,0
"1207",19007,"2020-11-27",7,0,15,0,0
"1208",19009,"2020-11-27",0,0,11,0,0
"1209",19009,"2020-12-04",0,0,9,0,0
"1210",19013,"2020-11-20",34,0,136,0,0
"1211",19013,"2020-11-27",25,0,46,0,0
"1212",19015,"2020-11-20",4,0,11,0,0
"1213",19017,"2020-11-27",15,0,44,5,0
"1214",19019,"2020-11-20",5,0,36,0,0
"1215",19019,"2020-11-27",5,0,17,0,0
"1216",19021,"2020-11-20",14,0,41,0,0
"1217",19021,"2020-11-27",10,0,49,0,0
"1218",19021,"2020-12-04",9,0,49,0,0
"1219",19025,"2020-11-20",7,0,10,0,0
"1220",19027,"2020-11-20",11,0,28,0,0
"1221",19027,"2020-11-27",9,0,27,0,0
"1222",19027,"2020-12-04",8,0,35,0,0
"1223",19035,"2020-11-20",8,0,22,0,0
"1224",19035,"2020-11-27",6,0,26,6,0
"1225",19035,"2020-12-04",8,0,29,0,0
"1226",19041,"2020-11-20",24,0,48,0,0
"1227",19041,"2020-11-27",8,0,29,0,0
"1228",19041,"2020-12-04",6,0,36,0,0
"1229",19043,"2020-11-20",7,0,24,5,0
"1230",19043,"2020-11-27",5,0,16,0,0
"1231",19043,"2020-12-04",6,0,13,0,0
"1232",19045,"2020-11-20",13,0,69,0,0
"1233",19045,"2020-12-04",15,0,58,0,0
"1234",19049,"2020-11-20",4,0,5,0,0
"1235",19049,"2020-12-04",4,0,4,0,0
"1236",19051,"2020-11-20",15,0,34,0,0
"1237",19051,"2020-11-27",5,0,25,0,0
"1238",19051,"2020-12-04",5,0,26,0,0
"1239",19055,"2020-11-20",13,0,22,0,0
"1240",19055,"2020-11-27",7,0,12,0,0
"1241",19057,"2020-11-20",23,0,131,0,0
"1242",19057,"2020-11-27",15,0,141,0,0
"1243",19057,"2020-12-04",17,0,83,0,0
"1244",19059,"2020-11-20",6,0,5,0,0
"1245",19059,"2020-11-27",9,0,13,0,0
"1246",19059,"2020-12-04",11,0,19,0,0
"1247",19061,"2020-11-20",0,0,4,0,0
"1248",19065,"2020-12-04",0,0,13,0,0
"1249",19067,"2020-11-27",13,0,26,0,0
"1250",19067,"2020-12-04",5,0,28,0,0
"1251",19069,"2020-11-20",4,0,26,0,0
"1252",19069,"2020-11-27",4,0,17,0,0
"1253",19071,"2020-11-20",0,0,4,0,0
"1254",19073,"2020-11-20",5,0,23,6,0
"1255",19075,"2020-11-20",5,0,25,5,0
"1256",19079,"2020-11-20",7,0,27,0,0
"1257",19079,"2020-11-27",9,0,28,0,0
"1258",19081,"2020-12-04",4,0,13,0,0
"1259",19085,"2020-11-20",0,0,14,0,0
"1260",19087,"2020-11-20",8,0,16,0,0
"1261",19087,"2020-12-04",8,0,24,0,0
"1262",19089,"2020-11-20",7,0,26,0,0
"1263",19089,"2020-11-27",4,0,20,0,0
"1264",19091,"2020-11-20",7,0,23,0,0
"1265",19091,"2020-12-04",4,0,20,0,0
"1266",19097,"2020-11-20",8,0,22,0,0
"1267",19097,"2020-11-27",5,0,20,0,0
"1268",19099,"2020-11-20",5,0,25,0,0
"1269",19101,"2020-11-20",4,0,39,8,0
"1270",19101,"2020-11-27",4,0,30,6,0
"1271",19103,"2020-11-20",10,0,91,9,0
"1272",19103,"2020-11-27",17,0,74,6,0
"1273",19103,"2020-12-04",9,0,97,9,0
"1274",19105,"2020-12-04",5,0,17,0,0
"1275",19107,"2020-11-20",4,0,13,0,0
"1276",19107,"2020-11-27",4,0,7,0,0
"1277",19107,"2020-12-04",10,0,15,0,0
"1278",19109,"2020-11-20",6,0,21,0,0
"1279",19109,"2020-11-27",6,0,36,0,0
"1280",19109,"2020-12-04",4,0,33,0,0
"1281",19111,"2020-11-20",12,0,46,6,0
"1282",19111,"2020-11-27",19,0,40,6,0
"1283",19111,"2020-12-04",8,0,36,0,0
"1284",19113,"2020-11-20",41,0,293,0,0
"1285",19113,"2020-12-04",22,0,156,0,0
"1286",19117,"2020-11-20",6,0,10,0,0
"1287",19117,"2020-12-04",4,0,10,0,0
"1288",19119,"2020-11-20",10,0,10,0,0
"1289",19123,"2020-11-27",6,0,18,4,0
"1290",19123,"2020-12-04",6,0,21,4,0
"1291",19125,"2020-11-27",11,0,40,0,0
"1292",19125,"2020-12-04",5,0,31,0,0
"1293",19131,"2020-11-27",0,0,4,0,0
"1294",19133,"2020-11-20",4,0,22,0,0
"1295",19133,"2020-11-27",4,0,22,0,0
"1296",19133,"2020-12-04",5,0,19,0,0
"1297",19135,"2020-11-27",5,0,8,0,0
"1298",19135,"2020-12-04",4,0,11,0,0
"1299",19137,"2020-11-20",4,0,22,7,0
"1300",19137,"2020-12-04",4,0,28,4,0
"1301",19141,"2020-11-20",11,0,30,0,0
"1302",19141,"2020-11-27",0,0,0,0,0
"1303",19143,"2020-11-20",6,0,6,0,0
"1304",19145,"2020-11-20",8,0,34,0,0
"1305",19145,"2020-11-27",10,0,35,0,0
"1306",19145,"2020-12-04",6,0,26,0,0
"1307",19147,"2020-11-20",4,0,23,0,0
"1308",19147,"2020-12-04",4,0,11,0,0
"1309",19151,"2020-11-20",4,0,19,0,0
"1310",19153,"2020-11-20",4,0,92,0,0
"1311",19153,"2020-11-27",0,0,0,0,0
"1312",19153,"2020-12-04",6,0,104,0,0
"1313",19155,"2020-11-20",20,0,118,15,0
"1314",19155,"2020-11-27",11,0,38,0,0
"1315",19155,"2020-12-04",17,0,101,7,0
"1316",19157,"2020-12-04",4,0,14,0,0
"1317",19159,"2020-12-04",5,0,9,0,0
"1318",19161,"2020-12-04",4,0,4,0,0
"1319",19163,"2020-11-27",6,0,88,6,0
"1320",19163,"2020-12-04",57,0,398,0,0
"1321",19165,"2020-11-20",8,0,33,0,0
"1322",19167,"2020-11-20",12,0,31,0,0
"1323",19167,"2020-11-27",9,0,14,0,0
"1324",19167,"2020-12-04",5,0,16,0,0
"1325",19175,"2020-11-20",9,0,22,0,0
"1326",19175,"2020-11-27",6,0,28,0,0
"1327",19183,"2020-11-20",11,0,30,7,0
"1328",19183,"2020-11-27",19,0,32,16,0
"1329",19185,"2020-11-20",4,0,8,0,0
"1330",19185,"2020-12-04",7,0,6,0,0
"1331",19191,"2020-11-20",5,0,49,6,0
"1332",19193,"2020-11-20",37,0,179,0,0
"1333",19193,"2020-11-27",45,0,153,0,0
"1334",19193,"2020-12-04",26,0,132,0,0
"1335",19197,"2020-11-20",6,0,17,0,0
"1336",19197,"2020-11-27",7,0,24,0,0
"1337",19197,"2020-12-04",4,0,20,0,0
"1338",20003,"2020-11-27",0,0,15,0,0
"1339",20003,"2020-12-04",0,0,6,0,0
"1340",20005,"2020-11-20",0,0,0,0,0
"1341",20005,"2020-11-27",0,0,0,0,0
"1342",20005,"2020-12-04",0,0,0,0,0
"1343",20007,"2020-11-27",0,0,0,0,0
"1344",20007,"2020-12-04",0,0,0,0,0
"1345",20009,"2020-11-20",7,0,43,5,0
"1346",20009,"2020-11-27",0,0,20,0,0
"1347",20009,"2020-12-04",0,0,22,9,0
"1348",20013,"2020-11-20",6,0,34,6,0
"1349",20013,"2020-11-27",9,0,27,4,0
"1350",20015,"2020-11-20",11,0,58,0,0
"1351",20015,"2020-11-27",9,0,51,0,0
"1352",20019,"2020-11-20",0,0,22,0,0
"1353",20019,"2020-12-04",0,0,15,0,0
"1354",20021,"2020-11-27",0,0,8,0,0
"1355",20021,"2020-12-04",0,0,4,0,0
"1356",20025,"2020-11-27",5,0,7,0,0
"1357",20027,"2020-11-20",7,0,22,0,0
"1358",20027,"2020-11-27",5,0,24,0,0
"1359",20031,"2020-11-20",21,0,6,0,0
"1360",20031,"2020-12-04",4,0,10,0,0
"1361",20035,"2020-11-20",25,0,90,0,0
"1362",20035,"2020-11-27",35,0,59,10,0
"1363",20035,"2020-12-04",34,0,82,19,5
"1364",20037,"2020-11-27",20,0,68,12,0
"1365",20037,"2020-12-04",4,0,16,0,0
"1366",20039,"2020-11-27",0,0,0,0,0
"1367",20041,"2020-11-20",4,0,37,0,0
"1368",20041,"2020-11-27",9,0,31,0,0
"1369",20041,"2020-12-04",8,0,13,0,0
"1370",20045,"2020-11-20",35,0,184,18,0
"1371",20045,"2020-12-04",17,0,150,8,0
"1372",20051,"2020-11-27",25,0,21,14,0
"1373",20051,"2020-12-04",13,0,29,6,0
"1374",20053,"2020-11-20",5,0,10,0,0
"1375",20053,"2020-11-27",7,0,27,0,0
"1376",20053,"2020-12-04",7,0,19,0,0
"1377",20055,"2020-11-20",12,0,26,0,0
"1378",20061,"2020-11-27",4,0,89,0,0
"1379",20061,"2020-12-04",13,0,81,0,0
"1380",20063,"2020-11-20",4,0,6,0,0
"1381",20077,"2020-11-20",4,0,5,0,0
"1382",20077,"2020-11-27",0,0,5,0,0
"1383",20079,"2020-11-20",17,0,36,0,0
"1384",20079,"2020-12-04",10,0,23,0,0
"1385",20081,"2020-12-04",9,0,4,0,0
"1386",20085,"2020-11-20",4,0,12,0,0
"1387",20085,"2020-12-04",4,0,7,0,0
"1388",20087,"2020-11-20",0,0,0,0,0
"1389",20087,"2020-11-27",0,0,0,0,0
"1390",20087,"2020-12-04",0,0,0,0,0
"1391",20089,"2020-11-20",0,0,6,5,0
"1392",20089,"2020-12-04",0,0,0,0,0
"1393",20091,"2020-11-20",35,0,359,9,0
"1394",20091,"2020-11-27",87,0,428,17,0
"1395",20091,"2020-12-04",126,0,458,79,0
"1396",20095,"2020-11-27",4,0,6,0,0
"1397",20097,"2020-11-20",0,0,0,0,0
"1398",20097,"2020-11-27",0,0,0,0,0
"1399",20097,"2020-12-04",0,0,0,0,0
"1400",20099,"2020-11-20",15,0,71,0,0
"1401",20099,"2020-11-27",11,0,73,0,0
"1402",20103,"2020-11-27",9,0,10,5,0
"1403",20103,"2020-12-04",5,0,15,15,0
"1404",20105,"2020-11-27",0,0,0,0,0
"1405",20109,"2020-11-27",4,0,6,0,0
"1406",20111,"2020-11-20",21,0,28,0,0
"1407",20111,"2020-11-27",13,0,27,0,0
"1408",20111,"2020-12-04",7,0,22,0,0
"1409",20113,"2020-11-20",12,0,47,0,0
"1410",20113,"2020-11-27",7,0,37,0,0
"1411",20113,"2020-12-04",8,0,33,0,0
"1412",20115,"2020-12-04",0,0,6,0,0
"1413",20117,"2020-11-20",8,0,24,0,0
"1414",20117,"2020-11-27",9,0,14,0,0
"1415",20117,"2020-12-04",4,0,12,0,0
"1416",20123,"2020-11-20",4,0,9,0,0
"1417",20123,"2020-11-27",5,0,14,0,0
"1418",20123,"2020-12-04",4,0,17,0,0
"1419",20125,"2020-12-04",18,0,45,0,0
"1420",20127,"2020-12-04",27,0,0,0,0
"1421",20131,"2020-11-20",6,0,7,0,0
"1422",20131,"2020-12-04",0,0,5,0,0
"1423",20133,"2020-11-20",5,0,68,0,0
"1424",20135,"2020-11-20",0,0,0,0,0
"1425",20135,"2020-11-27",6,0,8,0,0
"1426",20141,"2020-11-20",0,0,0,0,0
"1427",20141,"2020-11-27",10,0,0,0,0
"1428",20143,"2020-11-27",0,0,0,0,0
"1429",20149,"2020-11-20",10,0,26,0,0
"1430",20149,"2020-12-04",6,0,8,0,0
"1431",20151,"2020-11-20",4,0,24,0,0
"1432",20151,"2020-11-27",6,0,21,0,0
"1433",20151,"2020-12-04",4,0,22,0,0
"1434",20155,"2020-11-20",34,0,0,0,0
"1435",20155,"2020-11-27",29,0,0,0,0
"1436",20155,"2020-12-04",24,0,0,0,0
"1437",20157,"2020-11-20",14,0,14,0,0
"1438",20157,"2020-12-04",31,0,19,0,0
"1439",20161,"2020-11-20",60,0,30,24,0
"1440",20161,"2020-11-27",63,0,31,14,0
"1441",20161,"2020-12-04",67,0,30,15,0
"1442",20163,"2020-11-20",0,0,8,0,0
"1443",20167,"2020-11-20",5,0,8,0,0
"1444",20167,"2020-11-27",7,0,8,0,0
"1445",20169,"2020-11-20",18,0,0,0,0
"1446",20169,"2020-11-27",24,0,0,0,0
"1447",20169,"2020-12-04",32,0,0,0,0
"1448",20171,"2020-11-20",7,0,19,0,0
"1449",20171,"2020-11-27",7,0,20,0,0
"1450",20171,"2020-12-04",6,0,14,0,0
"1451",20173,"2020-11-20",0,0,15,14,0
"1452",20173,"2020-11-27",68,5,282,70,5
"1453",20173,"2020-12-04",4,0,8,0,0
"1454",20175,"2020-11-20",26,0,92,0,0
"1455",20177,"2020-12-04",134,4,389,7,0
"1456",20181,"2020-12-04",4,0,9,0,0
"1457",20183,"2020-11-20",7,0,8,0,0
"1458",20183,"2020-12-04",0,0,6,0,0
"1459",20187,"2020-11-27",0,0,4,0,0
"1460",20189,"2020-11-20",16,0,18,16,0
"1461",20189,"2020-11-27",6,0,7,6,0
"1462",20189,"2020-12-04",8,0,7,8,0
"1463",20193,"2020-11-20",9,0,28,0,0
"1464",20193,"2020-11-27",5,0,26,0,0
"1465",20193,"2020-12-04",5,0,20,0,0
"1466",20195,"2020-11-20",4,0,8,0,0
"1467",20201,"2020-11-27",0,0,0,0,0
"1468",20201,"2020-12-04",0,0,0,0,0
"1469",20205,"2020-11-27",0,0,0,0,0
"1470",20205,"2020-12-04",4,0,4,0,0
"1471",20209,"2020-11-20",142,0,325,58,0
"1472",20209,"2020-11-27",13,0,57,19,0
"1473",20209,"2020-12-04",16,0,80,40,0
"1474",21001,"2020-11-20",0,0,4,0,0
"1475",21001,"2020-11-27",0,0,4,0,0
"1476",21001,"2020-12-04",0,0,9,0,0
"1477",21003,"2020-11-20",4,0,26,0,0
"1478",21003,"2020-11-27",5,0,21,0,0
"1479",21009,"2020-12-04",25,0,55,35,0
"1480",21013,"2020-12-04",7,0,11,4,0
"1481",21015,"2020-11-20",11,0,151,55,0
"1482",21015,"2020-11-27",29,0,217,70,0
"1483",21015,"2020-12-04",19,0,162,56,0
"1484",21019,"2020-11-20",95,0,406,4,0
"1485",21019,"2020-11-27",65,0,240,7,0
"1486",21019,"2020-12-04",63,0,434,5,0
"1487",21021,"2020-11-20",71,0,42,0,0
"1488",21021,"2020-11-27",51,0,12,0,0
"1489",21021,"2020-12-04",53,0,79,0,0
"1490",21025,"2020-11-27",21,0,10,0,0
"1491",21027,"2020-11-20",0,0,18,0,0
"1492",21027,"2020-12-04",11,0,9,0,0
"1493",21033,"2020-12-04",0,0,23,0,0
"1494",21035,"2020-11-20",80,0,34,35,0
"1495",21035,"2020-11-27",109,0,24,34,0
"1496",21035,"2020-12-04",115,0,22,42,0
"1497",21037,"2020-11-20",75,0,85,54,0
"1498",21037,"2020-11-27",73,0,119,48,0
"1499",21037,"2020-12-04",70,0,81,49,0
"1500",21045,"2020-11-27",0,0,21,0,0
"1501",21045,"2020-12-04",0,0,15,0,0
"1502",21047,"2020-11-20",26,0,87,0,0
"1503",21047,"2020-11-27",19,0,78,0,0
"1504",21047,"2020-12-04",26,0,95,0,0
"1505",21049,"2020-11-20",20,0,128,0,0
"1506",21049,"2020-11-27",10,0,166,0,0
"1507",21049,"2020-12-04",10,0,164,0,0
"1508",21051,"2020-11-27",4,0,4,0,0
"1509",21051,"2020-12-04",6,0,0,0,0
"1510",21059,"2020-11-20",53,0,348,0,0
"1511",21059,"2020-12-04",57,0,350,0,0
"1512",21067,"2020-11-20",25,0,265,0,0
"1513",21067,"2020-11-27",51,0,326,0,0
"1514",21067,"2020-12-04",59,0,323,0,0
"1515",21069,"2020-11-27",0,0,15,0,0
"1516",21071,"2020-11-20",97,0,29,12,0
"1517",21071,"2020-11-27",104,0,26,26,0
"1518",21071,"2020-12-04",96,0,24,24,0
"1519",21073,"2020-11-27",18,0,57,0,0
"1520",21073,"2020-12-04",21,0,53,0,0
"1521",21081,"2020-11-27",0,0,50,0,0
"1522",21081,"2020-12-04",0,0,46,0,0
"1523",21083,"2020-11-20",153,0,4,0,0
"1524",21087,"2020-11-20",0,0,11,0,0
"1525",21087,"2020-11-27",0,0,18,0,0
"1526",21087,"2020-12-04",0,0,18,0,0
"1527",21093,"2020-11-20",16,0,17,27,0
"1528",21093,"2020-11-27",17,0,17,35,0
"1529",21097,"2020-11-20",22,0,32,0,0
"1530",21097,"2020-11-27",19,0,26,0,0
"1531",21097,"2020-12-04",16,0,27,0,0
"1532",21099,"2020-12-04",0,0,10,0,0
"1533",21101,"2020-11-20",10,0,42,22,0
"1534",21101,"2020-11-27",10,0,36,21,0
"1535",21101,"2020-12-04",14,0,59,21,0
"1536",21107,"2020-11-20",16,0,105,0,0
"1537",21107,"2020-11-27",16,0,100,0,0
"1538",21107,"2020-12-04",35,0,115,0,0
"1539",21111,"2020-11-20",617,0,359,39,0
"1540",21111,"2020-11-27",746,11,441,257,30
"1541",21111,"2020-12-04",537,6,345,227,26
"1542",21115,"2020-11-20",10,0,15,124,0
"1543",21117,"2020-11-20",4,0,188,145,0
"1544",21117,"2020-11-27",10,0,181,139,0
"1545",21117,"2020-12-04",8,0,203,154,0
"1546",21121,"2020-11-20",8,0,227,0,0
"1547",21121,"2020-12-04",15,0,214,0,0
"1548",21125,"2020-11-20",106,0,54,0,0
"1549",21127,"2020-11-27",18,0,44,0,0
"1550",21127,"2020-12-04",18,0,44,0,0
"1551",21131,"2020-11-27",0,0,0,0,0
"1552",21133,"2020-11-27",0,0,0,0,0
"1553",21137,"2020-11-20",0,0,16,0,0
"1554",21139,"2020-11-20",4,0,11,0,0
"1555",21141,"2020-11-20",6,0,6,0,0
"1556",21141,"2020-12-04",6,0,7,0,0
"1557",21145,"2020-11-20",61,0,151,0,0
"1558",21145,"2020-11-27",82,0,105,0,0
"1559",21145,"2020-12-04",107,0,109,0,0
"1560",21151,"2020-11-27",5,0,149,0,0
"1561",21151,"2020-12-04",19,0,181,0,0
"1562",21155,"2020-11-20",16,0,61,10,0
"1563",21155,"2020-11-27",4,0,30,7,0
"1564",21157,"2020-12-04",15,0,18,0,0
"1565",21161,"2020-11-27",38,0,10,0,0
"1566",21161,"2020-12-04",37,0,12,0,0
"1567",21167,"2020-12-04",19,0,10,0,0
"1568",21171,"2020-11-20",17,0,13,0,0
"1569",21171,"2020-11-27",5,0,5,0,0
"1570",21171,"2020-12-04",9,0,6,0,0
"1571",21173,"2020-11-20",22,0,47,0,0
"1572",21173,"2020-12-04",48,0,48,0,0
"1573",21175,"2020-11-27",6,0,8,0,0
"1574",21177,"2020-11-20",11,0,33,7,0
"1575",21177,"2020-11-27",12,0,48,0,0
"1576",21179,"2020-11-20",22,0,88,0,0
"1577",21179,"2020-11-27",8,0,92,0,0
"1578",21183,"2020-12-04",6,0,20,0,0
"1579",21193,"2020-11-20",109,0,0,12,0
"1580",21193,"2020-12-04",164,0,6,10,0
"1581",21195,"2020-11-20",52,0,299,0,0
"1582",21195,"2020-12-04",58,0,318,16,0
"1583",21199,"2020-11-20",158,0,39,0,0
"1584",21199,"2020-11-27",206,0,0,0,0
"1585",21199,"2020-12-04",229,0,0,0,0
"1586",21203,"2020-12-04",21,0,18,0,0
"1587",21205,"2020-11-27",30,0,6,0,0
"1588",21207,"2020-12-04",4,0,19,0,0
"1589",21209,"2020-11-27",6,0,73,0,0
"1590",21209,"2020-12-04",8,0,92,0,0
"1591",21213,"2020-11-20",5,0,38,0,0
"1592",21213,"2020-11-27",0,0,46,0,0
"1593",21217,"2020-11-20",12,0,26,0,0
"1594",21217,"2020-11-27",5,0,29,0,0
"1595",21221,"2020-11-27",0,0,8,0,0
"1596",21225,"2020-11-27",0,0,6,0,0
"1597",21227,"2020-11-20",60,0,281,7,0
"1598",21227,"2020-11-27",46,0,172,0,0
"1599",21227,"2020-12-04",41,0,237,0,0
"1600",21231,"2020-12-04",5,0,34,0,0
"1601",21235,"2020-11-20",0,0,0,0,0
"1602",21235,"2020-11-27",0,0,0,0,0
"1603",21235,"2020-12-04",0,0,0,0,0
"1604",21239,"2020-11-27",0,0,8,0,0
"1605",21239,"2020-12-04",0,0,14,0,0
"1606",22001,"2020-11-20",12,0,34,0,0
"1607",22001,"2020-11-27",10,0,88,0,0
"1608",22001,"2020-12-04",13,0,76,0,0
"1609",22003,"2020-11-20",0,0,0,0,0
"1610",22003,"2020-11-27",0,0,0,0,0
"1611",22005,"2020-11-20",0,0,0,0,0
"1612",22005,"2020-11-27",0,0,0,0,0
"1613",22005,"2020-12-04",0,0,0,0,0
"1614",22007,"2020-11-20",0,0,19,0,0
"1615",22007,"2020-11-27",0,0,18,0,0
"1616",22007,"2020-12-04",0,0,8,0,0
"1617",22009,"2020-11-20",0,0,6,0,0
"1618",22011,"2020-11-27",5,0,66,0,0
"1619",22013,"2020-11-20",0,0,15,0,0
"1620",22013,"2020-11-27",0,0,38,0,0
"1621",22013,"2020-12-04",0,0,28,0,0
"1622",22015,"2020-11-27",0,0,0,0,0
"1623",22015,"2020-12-04",0,0,0,0,0
"1624",22017,"2020-11-20",44,0,447,0,0
"1625",22017,"2020-11-27",38,0,47,0,0
"1626",22017,"2020-12-04",65,0,50,0,0
"1627",22019,"2020-11-20",35,0,135,4,0
"1628",22019,"2020-11-27",30,0,120,7,0
"1629",22019,"2020-12-04",11,0,111,0,0
"1630",22021,"2020-11-20",0,0,0,0,0
"1631",22021,"2020-11-27",0,0,0,0,0
"1632",22021,"2020-12-04",7,0,41,7,0
"1633",22023,"2020-11-20",0,0,0,0,0
"1634",22023,"2020-11-27",0,0,0,0,0
"1635",22027,"2020-11-27",5,0,25,0,0
"1636",22027,"2020-12-04",12,0,43,0,0
"1637",22029,"2020-11-20",0,0,49,0,0
"1638",22029,"2020-11-27",4,0,52,0,0
"1639",22031,"2020-12-04",4,0,27,0,0
"1640",22033,"2020-11-20",46,0,586,22,0
"1641",22033,"2020-11-27",71,8,191,12,0
"1642",22033,"2020-12-04",65,6,208,10,0
"1643",22035,"2020-11-20",0,0,17,0,0
"1644",22035,"2020-11-27",0,0,17,0,0
"1645",22035,"2020-12-04",0,0,10,0,0
"1646",22039,"2020-11-20",13,0,25,8,0
"1647",22039,"2020-11-27",20,0,37,5,0
"1648",22039,"2020-12-04",14,0,22,0,0
"1649",22041,"2020-11-20",0,0,24,0,0
"1650",22041,"2020-11-27",0,0,8,0,0
"1651",22041,"2020-12-04",0,0,17,0,0
"1652",22049,"2020-11-27",4,0,14,4,0
"1653",22051,"2020-11-20",75,0,1903,14,0
"1654",22051,"2020-11-27",40,0,748,0,0
"1655",22051,"2020-12-04",0,0,0,0,0
"1656",22053,"2020-11-20",9,0,28,5,0
"1657",22053,"2020-11-27",13,0,37,15,0
"1658",22053,"2020-12-04",6,0,40,18,0
"1659",22055,"2020-11-20",52,0,93,6,0
